     t       phi_c          AF          MA          CA          CN         CNQ         CLP         CMQ         XCP         XCG
  4.72        0.00        0.02        2.12        0.45        0.00       21.37      -14.22     -458.96        7.74        7.34
  4.73        0.00        0.02        2.12        0.45        0.00       21.35      -14.22     -458.79        7.74        7.34
  4.74        0.00        0.02        2.12        0.45        0.00       21.33      -14.21     -458.63        7.74        7.34
  4.75        0.00        0.02        2.12        0.45        0.00       21.31      -14.21     -458.47        7.74        7.34
  4.76        0.00        0.02        2.12        0.45        0.00       21.28      -14.20     -458.32        7.74        7.34
  4.77        0.00        0.02        2.13        0.44        0.00       21.26      -14.20     -458.16        7.74        7.33
  4.78        0.00        0.01        2.13        0.44        0.00       21.24      -14.19     -458.01        7.73        7.33
  4.79        0.00        0.01        2.13        0.44        0.00       21.22      -14.19     -457.86        7.73        7.33
  4.80        0.00        0.01        2.13        0.44        0.00       21.20      -14.18     -457.72        7.73        7.33
  4.81        0.00        0.01        2.13        0.44        0.00       21.18      -14.18     -457.57        7.73        7.33
  4.82        0.00        0.01        2.13        0.44        0.00       21.16      -14.18     -457.44        7.73        7.33
  4.83        0.00        0.01        2.13        0.44        0.00       21.14      -14.17     -457.30        7.73        7.33
  4.84        0.00        0.01        2.13        0.44        0.00       21.12      -14.17     -457.17        7.73        7.33
  4.85        0.00        0.01        2.14        0.44        0.00       21.10      -14.16     -457.03        7.73        7.33
  4.86        0.00        0.01        2.14        0.44        0.00       21.09      -14.16     -456.91        7.73        7.33
  4.87        0.00        0.01        2.14        0.44        0.00       21.07      -14.16     -456.78        7.73        7.33
  4.88        0.00        0.01        2.14        0.44        0.00       21.05      -14.15     -456.66        7.73        7.33
  4.89        0.00        0.01        2.14        0.44        0.00       21.04      -14.15     -456.54        7.73        7.33
  4.90        0.00        0.01        2.14        0.44        0.00       21.02      -14.15     -456.42        7.73        7.33
  4.91        0.00        0.01        2.14        0.44        0.00       21.00      -14.14     -456.31        7.73        7.33
  4.92        0.00        0.01        2.14        0.44        0.00       20.99      -14.14     -456.20        7.72        7.33
  4.93        0.00        0.01        2.14        0.44        0.00       20.97      -14.14     -456.09        7.72        7.33
  4.94        0.00        0.01        2.15        0.44        0.00       20.96      -14.13     -455.98        7.72        7.33
  4.95        0.00        0.01        2.15        0.44        0.00       20.94      -14.13     -455.88        7.72        7.33
  4.96        0.00        0.01        2.15        0.44        0.00       20.93      -14.13     -455.78        7.72        7.33
  4.97        0.00        0.01        2.15        0.44        0.00       20.92      -14.13     -455.69        7.72        7.33
  4.98        0.00        0.01        2.15        0.44        0.00       20.90      -14.12     -455.59        7.72        7.33
  4.99        0.00        0.01        2.15        0.44        0.00       20.89      -14.12     -455.50        7.72        7.33
  5.00       -0.00        0.01        2.15        0.44        0.00       20.88      -14.12     -455.41        7.72        7.33
  5.01       -0.00        0.01        2.15        0.44        0.00       20.87      -14.12     -455.33        7.72        7.32
  5.02       -0.00        0.01        2.15        0.44        0.00       20.85      -14.11     -455.24        7.72        7.32
  5.03       -0.00        0.01        2.15        0.44        0.00       20.84      -14.11     -455.16        7.72        7.32
  5.04       -0.00        0.01        2.15        0.44        0.00       20.83      -14.11     -455.07        7.72        7.32
  5.05       -0.00        0.01        2.15        0.44        0.00       20.82      -14.11     -454.99        7.72        7.32
  5.06       -0.00        0.01        2.16        0.44        0.00       20.81      -14.10     -454.91        7.72        7.32
  5.07       -0.00        0.01        2.16        0.44        0.00       20.80      -14.10     -454.82        7.71        7.32
  5.08       -0.00        0.01        2.16        0.44        0.00       20.78      -14.10     -454.74        7.71        7.32
  5.09       -0.00        0.01        2.16        0.44        0.00       20.77      -14.10     -454.66        7.71        7.32
  5.10       -0.00        0.01        2.16        0.44        0.00       20.76      -14.09     -454.58        7.71        7.32
  5.11       -0.00        0.01        2.16        0.44        0.00       20.75      -14.09     -454.50        7.71        7.32
  5.12       -0.00        0.01        2.16        0.44        0.00       20.74      -14.09     -454.42        7.71        7.32
  5.13       -0.00        0.01        2.16        0.44        0.00       20.73      -14.09     -454.34        7.71        7.32
  5.14       -0.00        0.02        2.16        0.44        0.00       20.72      -14.08     -454.26        7.71        7.32
  5.15       -0.00        0.02        2.16        0.44        0.00       20.71      -14.08     -454.18        7.71        7.32
  5.16       -0.00        0.02        2.16        0.44        0.00       20.69      -14.08     -454.10        7.71        7.32
  5.17       -0.00        0.02        2.16        0.44        0.00       20.68      -14.08     -454.03        7.71        7.32
  5.18       -0.00        0.02        2.16        0.44        0.00       20.67      -14.07     -453.95        7.71        7.32
  5.19       -0.00        0.02        2.16        0.44        0.00       20.66      -14.07     -453.87        7.71        7.32
  5.20       -0.00        0.02        2.17        0.44        0.00       20.65      -14.07     -453.80        7.71        7.32
  5.21       -0.00        0.02        2.17        0.44        0.00       20.64      -14.07     -453.72        7.71        7.32
  5.22       -0.00        0.02        2.17        0.44        0.00       20.63      -14.07     -453.65        7.71        7.32
  5.23       -0.00        0.02        2.17        0.44        0.00       20.62      -14.06     -453.58        7.70        7.32
  5.24       -0.00        0.02        2.17        0.44        0.00       20.61      -14.06     -453.50        7.70        7.32
  5.25       -0.00        0.02        2.17        0.44        0.00       20.60      -14.06     -453.43        7.70        7.32
  5.26       -0.00        0.02        2.17        0.44        0.00       20.59      -14.06     -453.36        7.70        7.32
  5.27       -0.00        0.02        2.17        0.44        0.00       20.58      -14.06     -453.29        7.70        7.32
  5.28       -0.00        0.02        2.17        0.44        0.00       20.57      -14.05     -453.21        7.70        7.32
  5.29       -0.00        0.02        2.17        0.44        0.00       20.56      -14.05     -453.14        7.70        7.32
  5.30       -0.00        0.02        2.17        0.44        0.00       20.55      -14.05     -453.07        7.70        7.31
  5.31       -0.00        0.02        2.17        0.44        0.00       20.54      -14.05     -453.01        7.70        7.31
  5.32       -0.00        0.02        2.17        0.44        0.00       20.53      -14.05     -452.94        7.70        7.31
  5.33        0.00        0.02        2.17        0.44        0.00       20.52      -14.04     -452.87        7.70        7.31
  5.34        0.00        0.02        2.17        0.44        0.00       20.51      -14.04     -452.80        7.70        7.31
  5.35        0.00        0.02        2.18        0.44        0.00       20.50      -14.04     -452.73        7.70        7.31
  5.36        0.00        0.02        2.18        0.44        0.00       20.49      -14.04     -452.67        7.70        7.31
  5.37        0.00        0.02        2.18        0.44        0.00       20.48      -14.04     -452.60        7.70        7.31
  5.38        0.00        0.02        2.18        0.44        0.00       20.48      -14.03     -452.54        7.70        7.31
  5.39        0.00        0.02        2.18        0.44        0.00       20.47      -14.03     -452.47        7.70        7.31
  5.40        0.00        0.02        2.18        0.44        0.00       20.46      -14.03     -452.41        7.70        7.31
  5.41        0.00        0.02        2.18        0.44        0.00       20.45      -14.03     -452.34        7.70        7.31
  5.42        0.00        0.02        2.18        0.44        0.00       20.44      -14.03     -452.28        7.70        7.31
  5.43        0.00        0.01        2.18        0.44        0.00       20.43      -14.02     -452.22        7.70        7.31
  5.44        0.00        0.01        2.18        0.44        0.00       20.42      -14.02     -452.16        7.70        7.31
  5.45        0.00        0.01        2.18        0.44        0.00       20.41      -14.02     -452.10        7.70        7.31
  5.46        0.00        0.01        2.18        0.44        0.00       20.40      -14.02     -452.04        7.70        7.31
  5.47        0.00        0.01        2.18        0.44        0.00       20.40      -14.02     -451.98        7.70        7.31
  5.48        0.00        0.01        2.18        0.44        0.00       20.39      -14.02     -451.92        7.70        7.31
  5.49        0.00        0.01        2.18        0.44        0.00       20.38      -14.01     -451.86        7.69        7.31
  5.50        0.00        0.01        2.18        0.44        0.00       20.37      -14.01     -451.80        7.69        7.31
  5.51        0.00        0.01        2.18        0.44        0.00       20.36      -14.01     -451.74        7.69        7.31
  5.52        0.00        0.01        2.18        0.44        0.00       20.36      -14.01     -451.68        7.69        7.31
  5.53        0.00        0.01        2.19        0.44        0.00       20.35      -14.01     -451.63        7.69        7.31
  5.54        0.00        0.01        2.19        0.44        0.00       20.34      -14.01     -451.57        7.69        7.31
  5.55        0.00        0.01        2.19        0.44        0.00       20.33      -14.00     -451.52        7.69        7.31
  5.56        0.00        0.01        2.19        0.44        0.00       20.32      -14.00     -451.46        7.69        7.31
  5.57        0.00        0.01        2.19        0.44        0.00       20.32      -14.00     -451.41        7.69        7.31
  5.58        0.00        0.01        2.19        0.44        0.00       20.31      -14.00     -451.35        7.69        7.31
  5.59        0.00        0.01        2.19        0.44        0.00       20.30      -14.00     -451.30        7.69        7.31
  5.60        0.00        0.01        2.19        0.44        0.00       20.29      -14.00     -451.25        7.69        7.31
  5.61        0.00        0.01        2.19        0.44        0.00       20.29      -13.99     -451.19        7.69        7.30
  5.62        0.00        0.01        2.19        0.44        0.00       20.28      -13.99     -451.14        7.69        7.30
  5.63        0.00        0.01        2.19        0.44        0.00       20.27      -13.99     -451.09        7.69        7.30
  5.64        0.00        0.01        2.19        0.44        0.00       20.27      -13.99     -451.04        7.69        7.30
  5.65        0.00        0.01        2.19        0.44        0.00       20.26      -13.99     -450.99        7.69        7.30
  5.66        0.00        0.01        2.19        0.44        0.00       20.25      -13.99     -450.94        7.69        7.30
  5.67       -0.00        0.01        2.19        0.44        0.00       20.24      -13.99     -450.89        7.69        7.30
  5.68       -0.00        0.01        2.19        0.44        0.00       20.24      -13.98     -450.84        7.69        7.30
  5.69       -0.00        0.01        2.19        0.44        0.00       20.23      -13.98     -450.80        7.69        7.30
  5.70       -0.00        0.01        2.19        0.44        0.00       20.22      -13.98     -450.75        7.69        7.30
  5.71       -0.00        0.01        2.19        0.44        0.00       20.22      -13.98     -450.70        7.69        7.30
  5.72       -0.00        0.01        2.19        0.44        0.00       20.21      -13.98     -450.66        7.69        7.30
  5.73       -0.00        0.01        2.19        0.44        0.00       20.21      -13.98     -450.61        7.69        7.30
  5.74       -0.00        0.01        2.19        0.44        0.00       20.20      -13.98     -450.57        7.69        7.30
  5.75       -0.00        0.01        2.20        0.44        0.00       20.19      -13.98     -450.52        7.69        7.30
  5.76       -0.00        0.01        2.20        0.44        0.00       20.19      -13.97     -450.48        7.69        7.30
  5.77       -0.00        0.01        2.20        0.44        0.00       20.18      -13.97     -450.44        7.69        7.30
  5.78       -0.00        0.01        2.20        0.44        0.00       20.18      -13.97     -450.39        7.69        7.30
  5.79       -0.00        0.01        2.20        0.44        0.00       20.17      -13.97     -450.35        7.68        7.30
  5.80       -0.00        0.01        2.20        0.44        0.00       20.16      -13.97     -450.31        7.68        7.30
  5.81       -0.00        0.01        2.20        0.44        0.00       20.16      -13.97     -450.27        7.68        7.30
  5.82       -0.00        0.01        2.20        0.44        0.00       20.15      -13.97     -450.23        7.68        7.30
  5.83       -0.00        0.01        2.20        0.44        0.00       20.15      -13.97     -450.19        7.68        7.30
  5.84       -0.00        0.01        2.20        0.44        0.00       20.14      -13.96     -450.15        7.68        7.30
  5.85       -0.00        0.01        2.20        0.44        0.00       20.14      -13.96     -450.11        7.68        7.30
  5.86       -0.00        0.02        2.20        0.44        0.00       20.13      -13.96     -450.07        7.68        7.30
  5.87       -0.00        0.02        2.20        0.44        0.00       20.13      -13.96     -450.04        7.68        7.30
  5.88       -0.00        0.02        2.20        0.44        0.00       20.12      -13.96     -450.00        7.68        7.30
  5.89       -0.00        0.02        2.20        0.44        0.00       20.12      -13.96     -449.96        7.68        7.30
  5.90       -0.00        0.02        2.20        0.44        0.00       20.11      -13.96     -449.93        7.68        7.30
  5.91       -0.00        0.02        2.20        0.44        0.00       20.11      -13.96     -449.89        7.68        7.30
  5.92       -0.00        0.02        2.20        0.44        0.00       20.10      -13.96     -449.86        7.68        7.30
  5.93       -0.00        0.02        2.20        0.44        0.00       20.10      -13.95     -449.83        7.68        7.30
  5.94       -0.00        0.02        2.20        0.44        0.00       20.09      -13.95     -449.79        7.68        7.30
  5.95       -0.00        0.02        2.20        0.44        0.00       20.09      -13.95     -449.76        7.68        7.30
  5.96       -0.00        0.02        2.20        0.44        0.00       20.08      -13.95     -449.73        7.68        7.29
  5.97       -0.00        0.02        2.20        0.44        0.00       20.08      -13.95     -449.70        7.68        7.29
  5.98       -0.00        0.02        2.20        0.44        0.00       20.07      -13.95     -449.66        7.68        7.29
  5.99       -0.00        0.02        2.20        0.44        0.00       20.07      -13.95     -449.63        7.68        7.29
  6.00        0.00        0.02        2.20        0.44        0.00       20.06      -13.95     -449.60        7.68        7.29
  6.01        0.00        0.02        2.20        0.44        0.00       20.06      -13.95     -449.57        7.68        7.29
  6.02        0.00        0.02        2.20        0.44        0.00       20.06      -13.95     -449.54        7.68        7.29
  6.03        0.00        0.02        2.20        0.44        0.00       20.05      -13.95     -449.52        7.68        7.29
  6.04        0.00        0.01        2.20        0.44        0.00       20.05      -13.95     -449.49        7.68        7.29
  6.05        0.00        0.01        2.20        0.44        0.00       20.04      -13.94     -449.46        7.68        7.29
  6.06        0.00        0.01        2.21        0.44        0.00       20.04      -13.94     -449.43        7.68        7.29
  6.07        0.00        0.01        2.21        0.44        0.00       20.04      -13.94     -449.40        7.68        7.29
  6.08        0.00        0.01        2.21        0.44        0.00       20.03      -13.94     -449.37        7.68        7.29
  6.09        0.00        0.01        2.21        0.44        0.00       20.03      -13.94     -449.34        7.68        7.29
  6.10        0.00        0.01        2.21        0.44        0.00       20.02      -13.94     -449.31        7.68        7.29
  6.11        0.00        0.01        2.21        0.44        0.00       20.02      -13.94     -449.28        7.68        7.29
  6.12        0.00        0.01        2.21        0.44        0.00       20.02      -13.94     -449.25        7.68        7.29
  6.13        0.00        0.01        2.21        0.44        0.00       20.01      -13.94     -449.22        7.68        7.29
  6.14        0.00        0.01        2.21        0.44        0.00       20.01      -13.94     -449.20        7.68        7.29
  6.15        0.00        0.01        2.21        0.44        0.00       20.00      -13.94     -449.17        7.68        7.29
  6.16        0.00        0.01        2.21        0.44        0.00       20.00      -13.93     -449.14        7.68        7.29
  6.17        0.00        0.01        2.21        0.44        0.00       20.00      -13.93     -449.11        7.68        7.29
  6.18        0.00        0.01        2.21        0.43        0.00       19.99      -13.93     -449.08        7.68        7.29
  6.19        0.00        0.01        2.21        0.43        0.00       19.99      -13.93     -449.05        7.68        7.29
  6.20        0.00        0.01        2.21        0.43        0.00       19.98      -13.93     -449.03        7.68        7.29
  6.21        0.00        0.01        2.21        0.43        0.00       19.98      -13.93     -449.00        7.68        7.29
  6.22        0.00        0.01        2.21        0.43        0.00       19.98      -13.93     -448.97        7.68        7.29
  6.23        0.00        0.01        2.21        0.43        0.00       19.97      -13.93     -448.94        7.68        7.29
  6.24        0.00        0.01        2.21        0.43        0.00       19.97      -13.93     -448.91        7.68        7.29
  6.25        0.00        0.01        2.21        0.43        0.00       19.96      -13.93     -448.89        7.68        7.29
  6.26        0.00        0.01        2.21        0.43        0.00       19.96      -13.93     -448.86        7.68        7.29
  6.27        0.00        0.01        2.21        0.43        0.00       19.96      -13.93     -448.83        7.68        7.29
  6.28        0.00        0.01        2.21        0.43        0.00       19.95      -13.93     -448.80        7.67        7.29
  6.29        0.00        0.01        2.21        0.43        0.00       19.95      -13.92     -448.78        7.67        7.29
  6.30        0.00        0.01        2.21        0.43        0.00       19.94      -13.92     -448.75        7.67        7.29
  6.31        0.00        0.01        2.21        0.43        0.00       19.94      -13.92     -448.72        7.67        7.29
  6.32        0.00        0.01        2.21        0.43        0.00       19.94      -13.92     -448.69        7.67        7.29
  6.33        0.00        0.01        2.21        0.43        0.00       19.93      -13.92     -448.67        7.67        7.28
  6.34       -0.00        0.01        2.21        0.43        0.00       19.93      -13.92     -448.64        7.67        7.28
  6.35       -0.00        0.01        2.21        0.43        0.00       19.93      -13.92     -448.61        7.67        7.28
  6.36       -0.00        0.01        2.21        0.43        0.00       19.92      -13.92     -448.58        7.67        7.28
  6.37       -0.00        0.01        2.21        0.43        0.00       19.92      -13.92     -448.56        7.67        7.28
  6.38       -0.00        0.01        2.21        0.43        0.00       19.91      -13.92     -448.53        7.67        7.28
  6.39       -0.00        0.01        2.21        0.43        0.00       19.91      -13.92     -448.50        7.67        7.28
  6.40       -0.00        0.01        2.21        0.43        0.00       19.91      -13.92     -448.48        7.67        7.28
  6.41       -0.00        0.01        2.21        0.43        0.00       19.90      -13.91     -448.45        7.67        7.28
  6.42       -0.00        0.01        2.21        0.43        0.00       19.90      -13.91     -448.42        7.67        7.28
  6.43       -0.00        0.01        2.21        0.43        0.00       19.90      -13.91     -448.40        7.67        7.28
  6.44       -0.00        0.01        2.21        0.43        0.00       19.89      -13.91     -448.37        7.67        7.28
  6.45       -0.00        0.01        2.22        0.43        0.00       19.89      -13.91     -448.34        7.67        7.28
  6.46       -0.00        0.01        2.22        0.43        0.00       19.88      -13.91     -448.32        7.67        7.28
  6.47       -0.00        0.01        2.22        0.43        0.00       19.88      -13.91     -448.29        7.67        7.28
  6.48       -0.00        0.01        2.22        0.43        0.00       19.88      -13.91     -448.27        7.67        7.28
  6.49       -0.00        0.01        2.22        0.43        0.00       19.87      -13.91     -448.24        7.67        7.28
  6.50       -0.00        0.01        2.22        0.43        0.00       19.87      -13.91     -448.21        7.67        7.28
  6.51       -0.00        0.01        2.22        0.43        0.00       19.87      -13.91     -448.19        7.67        7.28
  6.52       -0.00        0.01        2.22        0.43        0.00       19.86      -13.91     -448.16        7.67        7.28
  6.53       -0.00        0.01        2.22        0.43        0.00       19.86      -13.91     -448.14        7.67        7.28
  6.54       -0.00        0.01        2.22        0.43        0.00       19.86      -13.91     -448.11        7.67        7.28
  6.55       -0.00        0.01        2.22        0.43        0.00       19.85      -13.90     -448.09        7.67        7.28
  6.56       -0.00        0.01        2.22        0.43        0.00       19.85      -13.90     -448.06        7.67        7.28
  6.57       -0.00        0.01        2.22        0.43        0.00       19.84      -13.90     -448.03        7.67        7.28
  6.58       -0.00        0.01        2.22        0.43        0.00       19.84      -13.90     -448.01        7.67        7.28
  6.59       -0.00        0.01        2.22        0.43        0.00       19.84      -13.90     -447.98        7.67        7.28
  6.60       -0.00        0.01        2.22        0.43        0.00       19.83      -13.90     -447.96        7.67        7.28
  6.61       -0.00        0.01        2.22        0.43        0.00       19.83      -13.90     -447.93        7.67        7.28
  6.62       -0.00        0.01        2.22        0.43        0.00       19.83      -13.90     -447.91        7.67        7.28
  6.63       -0.00        0.01        2.22        0.43        0.00       19.82      -13.90     -447.88        7.67        7.28
  6.64       -0.00        0.01        2.22        0.43        0.00       19.82      -13.90     -447.86        7.67        7.28
  6.65        0.00        0.01        2.22        0.43        0.00       19.82      -13.90     -447.83        7.67        7.28
  6.66        0.00        0.01        2.22        0.43        0.00       19.81      -13.90     -447.81        7.67        7.28
  6.67        0.00        0.01        2.22        0.43        0.00       19.81      -13.90     -447.78        7.67        7.28
  6.68        0.00        0.01        2.22        0.43        0.00       19.81      -13.89     -447.76        7.67        7.28
  6.69        0.00        0.01        2.22        0.43        0.00       19.80      -13.89     -447.73        7.67        7.28
  6.70        0.00        0.01        2.22        0.43        0.00       19.80      -13.89     -447.71        7.67        7.28
  6.71        0.00        0.01        2.22        0.43        0.00       19.80      -13.89     -447.69        7.67        7.27
  6.72        0.00        0.01        2.22        0.43        0.00       19.79      -13.89     -447.66        7.67        7.27
  6.73        0.00        0.01        2.22        0.43        0.00       19.79      -13.89     -447.64        7.67        7.27
  6.74        0.00        0.01        2.22        0.43        0.00       19.79      -13.89     -447.61        7.67        7.27
  6.75        0.00        0.01        2.22        0.43        0.00       19.78      -13.89     -447.59        7.67        7.27
  6.76        0.00        0.01        2.22        0.43        0.00       19.78      -13.89     -447.56        7.67        7.27
  6.77        0.00        0.01        2.22        0.43        0.00       19.78      -13.89     -447.54        7.67        7.27
  6.78        0.00        0.01        2.22        0.43        0.00       19.77      -13.89     -447.52        7.67        7.27
  6.79        0.00        0.01        2.22        0.43        0.00       19.77      -13.89     -447.49        7.67        7.27
  6.80        0.00        0.01        2.22        0.43        0.00       19.77      -13.89     -447.47        7.67        7.27
  6.81        0.00        0.01        2.22        0.43        0.00       19.76      -13.89     -447.45        7.67        7.27
  6.82        0.00        0.01        2.22        0.43        0.00       19.76      -13.88     -447.42        7.67        7.27
  6.83        0.00        0.01        2.22        0.43        0.00       19.76      -13.88     -447.40        7.67        7.27
  6.84        0.00        0.01        2.22        0.43        0.00       19.75      -13.88     -447.37        7.67        7.27
  6.85        0.00        0.01        2.22        0.43        0.00       19.75      -13.88     -447.35        7.67        7.27
  6.86        0.00        0.01        2.22        0.43        0.00       19.75      -13.88     -447.33        7.67        7.27
  6.87        0.00        0.01        2.22        0.43        0.00       19.74      -13.88     -447.30        7.67        7.27
  6.88        0.00        0.01        2.22        0.43        0.00       19.74      -13.88     -447.28        7.67        7.27
  6.89        0.00        0.01        2.22        0.43        0.00       19.74      -13.88     -447.26        7.66        7.27
  6.90        0.00        0.01        2.23        0.43        0.00       19.73      -13.88     -447.24        7.66        7.27
  6.91        0.00        0.01        2.23        0.43        0.00       19.73      -13.88     -447.21        7.66        7.27
  6.92        0.00        0.01        2.23        0.43        0.00       19.73      -13.88     -447.19        7.66        7.27
  6.93        0.00        0.01        2.23        0.43        0.00       19.72      -13.88     -447.17        7.66        7.27
  6.94        0.00        0.01        2.23        0.43        0.00       19.72      -13.88     -447.14        7.66        7.27
  6.95        0.00        0.01        2.23        0.43        0.00       19.72      -13.88     -447.12        7.66        7.27
  6.96        0.00        0.01        2.23        0.43        0.00       19.71      -13.88     -447.10        7.66        7.27
  6.97        0.00        0.01        2.23        0.43        0.00       19.71      -13.87     -447.08        7.66        7.27
  6.98        0.00        0.01        2.23        0.43        0.00       19.71      -13.87     -447.05        7.66        7.27
  6.99        0.00        0.01        2.23        0.43        0.00       19.70      -13.87     -447.03        7.66        7.27
  7.00       -0.00        0.01        2.23        0.43        0.00       19.70      -13.87     -447.01        7.66        7.27
  7.01       -0.00        0.01        2.23        0.43        0.00       19.70      -13.87     -446.99        7.66        7.27
  7.02       -0.00        0.01        2.23        0.43        0.00       19.70      -13.87     -446.97        7.66        7.27
  7.03       -0.00        0.01        2.23        0.43        0.00       19.69      -13.87     -446.94        7.66        7.27
  7.04       -0.00        0.01        2.23        0.43        0.00       19.69      -13.87     -446.92        7.66        7.27
  7.05       -0.00        0.01        2.23        0.43        0.00       19.69      -13.87     -446.90        7.66        7.27
  7.06       -0.00        0.01        2.23        0.43        0.00       19.68      -13.87     -446.88        7.66        7.27
  7.07       -0.00        0.01        2.23        0.43        0.00       19.68      -13.87     -446.86        7.66        7.27
  7.08       -0.00        0.01        2.23        0.43        0.00       19.68      -13.87     -446.83        7.66        7.27
  7.09       -0.00        0.01        2.23        0.43        0.00       19.67      -13.87     -446.81        7.66        7.27
  7.10       -0.00        0.01        2.23        0.43        0.00       19.67      -13.87     -446.79        7.66        7.26
  7.11       -0.00        0.01        2.23        0.43        0.00       19.67      -13.87     -446.77        7.66        7.26
  7.12       -0.00        0.01        2.23        0.43        0.00       19.66      -13.87     -446.75        7.66        7.26
  7.13       -0.00        0.01        2.23        0.43        0.00       19.66      -13.86     -446.72        7.66        7.26
  7.14       -0.00        0.01        2.23        0.43        0.00       19.66      -13.86     -446.70        7.66        7.26
  7.15       -0.00        0.01        2.23        0.43        0.00       19.66      -13.86     -446.68        7.66        7.26
  7.16       -0.00        0.01        2.23        0.43        0.00       19.65      -13.86     -446.66        7.66        7.26
  7.17       -0.00        0.01        2.23        0.43        0.00       19.65      -13.86     -446.64        7.66        7.26
  7.18       -0.00        0.01        2.23        0.43        0.00       19.65      -13.86     -446.62        7.66        7.26
  7.19       -0.00        0.01        2.23        0.43        0.00       19.64      -13.86     -446.60        7.66        7.26
  7.20       -0.00        0.01        2.23        0.43        0.00       19.64      -13.86     -446.57        7.66        7.26
  7.21       -0.00        0.01        2.23        0.43        0.00       19.64      -13.86     -446.55        7.66        7.26
  7.22       -0.00        0.01        2.23        0.43        0.00       19.63      -13.86     -446.53        7.66        7.26
  7.23       -0.00        0.01        2.23        0.43        0.00       19.63      -13.86     -446.51        7.66        7.26
  7.24       -0.00        0.01        2.23        0.43        0.00       19.63      -13.86     -446.49        7.66        7.26
  7.25       -0.00        0.01        2.23        0.43        0.00       19.63      -13.86     -446.47        7.66        7.26
  7.26       -0.00        0.01        2.23        0.43        0.00       19.62      -13.86     -446.45        7.66        7.26
  7.27       -0.00        0.01        2.23        0.43        0.00       19.62      -13.86     -446.43        7.66        7.26
  7.28       -0.00        0.01        2.23        0.43        0.00       19.62      -13.86     -446.41        7.66        7.26
  7.29       -0.00        0.01        2.23        0.43        0.00       19.61      -13.85     -446.38        7.66        7.26
  7.30        0.00        0.01        2.23        0.43        0.00       19.61      -13.85     -446.36        7.66        7.26
  7.31        0.00        0.01        2.23        0.43        0.00       19.61      -13.85     -446.34        7.66        7.26
  7.32        0.00        0.01        2.23        0.43        0.00       19.61      -13.85     -446.32        7.66        7.26
  7.33        0.00        0.01        2.23        0.43        0.00       19.60      -13.85     -446.30        7.66        7.26
  7.34        0.00        0.01        2.23        0.43        0.00       19.60      -13.85     -446.28        7.66        7.26
  7.35        0.00        0.01        2.23        0.43        0.00       19.60      -13.85     -446.26        7.66        7.26
  7.36        0.00        0.01        2.23        0.43        0.00       19.59      -13.85     -446.24        7.66        7.26
  7.37        0.00        0.01        2.23        0.43        0.00       19.59      -13.85     -446.22        7.66        7.26
  7.38        0.00        0.01        2.23        0.43        0.00       19.59      -13.85     -446.20        7.66        7.26
  7.39        0.00        0.01        2.23        0.43        0.00       19.59      -13.85     -446.18        7.66        7.26
  7.40        0.00        0.01        2.23        0.43        0.00       19.58      -13.85     -446.16        7.66        7.26
  7.41        0.00        0.01        2.24        0.43        0.00       19.58      -13.85     -446.14        7.66        7.26
  7.42        0.00        0.01        2.24        0.43        0.00       19.58      -13.85     -446.12        7.66        7.26
  7.43        0.00        0.01        2.24        0.43        0.00       19.57      -13.85     -446.10        7.66        7.26
  7.44        0.00        0.01        2.24        0.43        0.00       19.57      -13.85     -446.08        7.66        7.26
  7.45        0.00        0.01        2.24        0.43        0.00       19.57      -13.85     -446.06        7.66        7.26
  7.46        0.00        0.01        2.24        0.43        0.00       19.57      -13.84     -446.04        7.66        7.26
  7.47        0.00        0.01        2.24        0.43        0.00       19.56      -13.84     -446.02        7.66        7.26
  7.48        0.00        0.01        2.24        0.43        0.00       19.56      -13.84     -446.00        7.66        7.26
  7.49        0.00        0.01        2.24        0.43        0.00       19.56      -13.84     -445.98        7.66        7.26
  7.50        0.00        0.01        2.24        0.43        0.00       19.55      -13.84     -445.96        7.66        7.25
  7.51        0.00        0.01        2.24        0.43        0.00       19.55      -13.84     -445.94        7.66        7.25
  7.52        0.00        0.01        2.24        0.43        0.00       19.55      -13.84     -445.92        7.66        7.25
  7.53        0.00        0.01        2.24        0.43        0.00       19.55      -13.84     -445.90        7.66        7.25
  7.54        0.00        0.01        2.24        0.43        0.00       19.54      -13.84     -445.88        7.66        7.25
  7.55        0.00        0.01        2.24        0.43        0.00       19.54      -13.84     -445.86        7.66        7.25
  7.56        0.00        0.01        2.24        0.43        0.00       19.54      -13.84     -445.84        7.66        7.25
  7.57        0.00        0.01        2.24        0.43        0.00       19.53      -13.84     -445.82        7.66        7.25
  7.58        0.00        0.01        2.24        0.43        0.00       19.53      -13.84     -445.80        7.66        7.25
  7.59        0.00        0.01        2.24        0.43        0.00       19.53      -13.84     -445.78        7.66        7.25
  7.60        0.00        0.01        2.24        0.43        0.00       19.53      -13.84     -445.76        7.66        7.25
  7.61        0.00        0.01        2.24        0.43        0.00       19.52      -13.84     -445.74        7.66        7.25
  7.62        0.00        0.01        2.24        0.43        0.00       19.52      -13.84     -445.72        7.65        7.25
  7.63        0.00        0.01        2.24        0.43        0.00       19.52      -13.84     -445.70        7.65        7.25
  7.64        0.00        0.01        2.24        0.43        0.00       19.52      -13.83     -445.68        7.65        7.25
  7.65        0.00        0.01        2.24        0.43        0.00       19.51      -13.83     -445.67        7.65        7.25
