     t       phi_c          AF          MA          CA          CN         CNQ         CLP         CMQ         XCP         XCG
 18.89       -0.00        0.01        3.00        0.35        0.00        1.03       -8.14     -282.87        7.25        6.96
 18.90       -0.00        0.01        3.00        0.35        0.00        1.03       -8.14     -282.87        7.25        6.96
 18.91       -0.00        0.01        3.00        0.35        0.00        1.03       -8.14     -282.87        7.25        6.96
 18.92       -0.00        0.01        3.00        0.35        0.00        1.03       -8.14     -282.87        7.25        6.96
 18.93       -0.00        0.01        3.00        0.35        0.00        1.03       -8.14     -282.87        7.25        6.96
 18.94       -0.00        0.01        3.00        0.35        0.00        1.03       -8.14     -282.87        7.25        6.96
 18.95       -0.00        0.01        3.00        0.35        0.00        1.03       -8.14     -282.86        7.25        6.96
 18.96       -0.00        0.01        3.00        0.35        0.00        1.03       -8.14     -282.86        7.25        6.96
 18.97       -0.00        0.01        3.00        0.35        0.00        7.80      -11.40     -362.00        7.25        6.96
 18.98       -0.00        0.01        3.00        0.35        0.00        7.80      -11.40     -362.01        7.25        6.96
 18.99       -0.00        0.01        3.00        0.35        0.00        7.80      -11.40     -362.01        7.25        6.96
 19.00       -0.00        0.01        3.00        0.35        0.00        7.80      -11.40     -362.02        7.25        6.96
 19.01       -0.00        0.01        3.00        0.35        0.00        7.81      -11.40     -362.03        7.25        6.96
 19.02       -0.00        0.01        3.00        0.35        0.00        7.81      -11.40     -362.04        7.25        6.96
 19.03       -0.00        0.01        3.00        0.35        0.00        7.81      -11.40     -362.04        7.25        6.96
 19.04       -0.00        0.01        3.00        0.35        0.00        7.81      -11.40     -362.05        7.25        6.96
 19.05       -0.00        0.01        3.00        0.35        0.00        7.81      -11.40     -362.06        7.25        6.96
 19.06       -0.00        0.01        3.00        0.35        0.00        7.81      -11.40     -362.07        7.25        6.96
 19.07       -0.00        0.01        3.00        0.35        0.00        7.82      -11.40     -362.07        7.25        6.96
 19.08       -0.00        0.01        3.00        0.35        0.00        7.82      -11.40     -362.08        7.25        6.96
 19.09       -0.00        0.01        3.00        0.35        0.00        7.82      -11.41     -362.09        7.25        6.96
 19.10       -0.00        0.01        3.00        0.35        0.00        7.82      -11.41     -362.10        7.25        6.96
 19.11       -0.00        0.01        3.00        0.35        0.00        7.82      -11.41     -362.11        7.25        6.96
 19.12       -0.00        0.01        3.00        0.35        0.00        7.82      -11.41     -362.11        7.25        6.96
 19.13       -0.00        0.01        3.00        0.35        0.00        7.83      -11.41     -362.12        7.25        6.96
 19.14       -0.00        0.01        3.00        0.35        0.00        7.83      -11.41     -362.13        7.25        6.96
 19.15       -0.00        0.01        3.00        0.35        0.00        7.83      -11.41     -362.14        7.25        6.96
 19.16       -0.00        0.01        3.00        0.35        0.00        7.83      -11.41     -362.15        7.25        6.96
 19.17       -0.00        0.01        3.00        0.35        0.00        7.83      -11.41     -362.16        7.25        6.96
 19.18       -0.00        0.01        3.00        0.35        0.00        7.83      -11.41     -362.17        7.25        6.96
 19.19       -0.00        0.01        3.00        0.35        0.00        7.84      -11.41     -362.18        7.25        6.96
 19.20       -0.00        0.01        3.00        0.35        0.00        7.84      -11.41     -362.19        7.25        6.96
 19.21       -0.00        0.01        3.00        0.35        0.00        7.84      -11.41     -362.20        7.25        6.96
 19.22       -0.00        0.01        3.00        0.35        0.00        7.84      -11.41     -362.20        7.25        6.96
 19.23       -0.00        0.01        3.00        0.35        0.00        7.84      -11.41     -362.21        7.25        6.96
 19.24       -0.00        0.01        3.00        0.35        0.00        7.85      -11.41     -362.22        7.25        6.95
 19.25       -0.00        0.01        3.00        0.35        0.00        7.85      -11.41     -362.23        7.25        6.95
 19.26       -0.00        0.01        3.00        0.35        0.00        7.85      -11.41     -362.25        7.25        6.95
 19.27       -0.00        0.01        3.00        0.35        0.00        7.85      -11.42     -362.26        7.25        6.95
 19.28       -0.00        0.01        3.00        0.35        0.00        7.85      -11.42     -362.27        7.25        6.95
 19.29       -0.00        0.01        3.00        0.35        0.00        7.86      -11.42     -362.28        7.25        6.95
 19.30       -0.00        0.01        3.00        0.35        0.00        7.86      -11.42     -362.29        7.25        6.95
 19.31       -0.00        0.01        3.00        0.35        0.00        7.86      -11.42     -362.30        7.25        6.95
 19.32       -0.00        0.01        3.00        0.35        0.00        7.86      -11.42     -362.31        7.25        6.95
 19.33       -0.00        0.01        2.99        0.35        0.00        7.87      -11.42     -362.32        7.25        6.95
 19.34       -0.00        0.01        2.99        0.35        0.00        7.87      -11.42     -362.33        7.25        6.95
 19.35       -0.00        0.01        2.99        0.35        0.00        7.87      -11.42     -362.34        7.25        6.95
 19.36       -0.00        0.01        2.99        0.35        0.00        7.87      -11.42     -362.36        7.25        6.95
 19.37       -0.00        0.01        2.99        0.35        0.00        7.88      -11.42     -362.37        7.25        6.95
 19.38       -0.00        0.01        2.99        0.35        0.00        7.88      -11.42     -362.38        7.25        6.95
 19.39       -0.00        0.01        2.99        0.35        0.00        7.88      -11.42     -362.39        7.25        6.95
 19.40       -0.00        0.01        2.99        0.35        0.00        7.88      -11.42     -362.40        7.25        6.95
 19.41       -0.00        0.01        2.99        0.35        0.00        7.89      -11.42     -362.42        7.25        6.95
 19.42       -0.00        0.01        2.99        0.35        0.00        7.89      -11.43     -362.43        7.25        6.95
 19.43       -0.00        0.01        2.99        0.35        0.00        7.89      -11.43     -362.44        7.25        6.95
 19.44       -0.00        0.01        2.99        0.35        0.00        7.89      -11.43     -362.45        7.25        6.95
 19.45       -0.00        0.01        2.99        0.35        0.00        7.90      -11.43     -362.47        7.25        6.95
 19.46       -0.00        0.01        2.99        0.35        0.00        7.90      -11.43     -362.48        7.25        6.95
 19.47       -0.00        0.01        2.99        0.35        0.00        7.90      -11.43     -362.49        7.25        6.95
 19.48       -0.00        0.01        2.99        0.35        0.00        7.90      -11.43     -362.51        7.25        6.95
 19.49       -0.00        0.01        2.99        0.35        0.00        7.91      -11.43     -362.52        7.25        6.95
 19.50       -0.00        0.01        2.99        0.35        0.00        7.91      -11.43     -362.53        7.25        6.95
 19.51       -0.00        0.01        2.99        0.35        0.00        7.91      -11.43     -362.55        7.25        6.95
 19.52       -0.00        0.01        2.99        0.35        0.00        7.92      -11.43     -362.56        7.25        6.95
 19.53       -0.00        0.01        2.99        0.35        0.00        7.92      -11.43     -362.57        7.25        6.95
 19.54       -0.00        0.01        2.99        0.35        0.00        7.92      -11.43     -362.59        7.25        6.95
 19.55       -0.00        0.01        2.99        0.35        0.00        7.92      -11.44     -362.60        7.25        6.95
 19.56       -0.00        0.01        2.99        0.35        0.00        7.93      -11.44     -362.62        7.25        6.95
 19.57       -0.00        0.01        2.99        0.35        0.00        7.93      -11.44     -362.63        7.25        6.95
 19.58       -0.00        0.01        2.99        0.35        0.00        7.93      -11.44     -362.65        7.25        6.95
 19.59       -0.00        0.01        2.99        0.35        0.00        7.94      -11.44     -362.66        7.25        6.95
 19.60       -0.00        0.01        2.99        0.35        0.00        7.94      -11.44     -362.68        7.25        6.95
 19.61       -0.00        0.01        2.99        0.35        0.00        7.94      -11.44     -362.69        7.25        6.95
 19.62       -0.00        0.01        2.99        0.35        0.00        7.95      -11.44     -362.71        7.25        6.95
 19.63       -0.00        0.01        2.99        0.35        0.00        7.95      -11.44     -362.72        7.25        6.95
 19.64       -0.00        0.01        2.99        0.35        0.00        7.95      -11.44     -362.74        7.25        6.95
 19.65       -0.00        0.01        2.99        0.35        0.00        7.96      -11.44     -362.75        7.25        6.95
 19.66       -0.00        0.01        2.99        0.35        0.00        7.96      -11.45     -362.77        7.25        6.95
 19.67       -0.00        0.01        2.99        0.35        0.00        7.96      -11.45     -362.79        7.25        6.95
 19.68       -0.00        0.01        2.99        0.35        0.00        7.97      -11.45     -362.80        7.26        6.95
 19.69       -0.00        0.01        2.99        0.35        0.00        7.97      -11.45     -362.82        7.26        6.95
 19.70       -0.00        0.01        2.99        0.35        0.00        7.97      -11.45     -362.83        7.26        6.95
 19.71       -0.00        0.01        2.99        0.35        0.00        7.98      -11.45     -362.85        7.26        6.95
 19.72       -0.00        0.01        2.99        0.35        0.00        7.98      -11.45     -362.87        7.26        6.95
 19.73       -0.00        0.01        2.99        0.35        0.00        7.98      -11.45     -362.88        7.26        6.95
 19.74       -0.00        0.01        2.99        0.35        0.00        7.99      -11.45     -362.90        7.26        6.95
 19.75       -0.00        0.01        2.99        0.35        0.00        7.99      -11.45     -362.92        7.26        6.95
 19.76       -0.00        0.01        2.99        0.35        0.00        7.99      -11.46     -362.93        7.26        6.95
 19.77       -0.00        0.01        2.99        0.35        0.00        8.00      -11.46     -362.95        7.26        6.95
 19.78       -0.00        0.01        2.98        0.35        0.00        8.00      -11.46     -362.97        7.26        6.95
 19.79       -0.00        0.01        2.98        0.35        0.00        8.00      -11.46     -362.99        7.26        6.95
 19.80       -0.00        0.01        2.98        0.35        0.00        8.01      -11.46     -363.00        7.26        6.95
 19.81       -0.00        0.01        2.98        0.35        0.00        8.01      -11.46     -363.02        7.26        6.95
 19.82       -0.00        0.01        2.98        0.35        0.00        8.01      -11.46     -363.04        7.26        6.95
 19.83       -0.00        0.01        2.98        0.35        0.00        8.02      -11.46     -363.06        7.26        6.95
 19.84       -0.00        0.01        2.98        0.35        0.00        8.02      -11.46     -363.08        7.26        6.95
 19.85       -0.00        0.01        2.98        0.35        0.00        8.03      -11.47     -363.10        7.26        6.95
 19.86       -0.00        0.01        2.98        0.35        0.00        8.03      -11.47     -363.11        7.26        6.95
 19.87       -0.00        0.01        2.98        0.35        0.00        8.03      -11.47     -363.13        7.26        6.95
 19.88       -0.00        0.01        2.98        0.35        0.00        8.04      -11.47     -363.15        7.26        6.95
 19.89       -0.00        0.01        2.98        0.35        0.00        8.04      -11.47     -363.17        7.26        6.95
 19.90       -0.00        0.01        2.98        0.35        0.00        8.05      -11.47     -363.19        7.26        6.95
 19.91       -0.00        0.01        2.98        0.35        0.00        8.05      -11.47     -363.21        7.26        6.95
 19.92       -0.00        0.01        2.98        0.35        0.00        8.05      -11.47     -363.23        7.26        6.95
 19.93       -0.00        0.01        2.98        0.35        0.00        8.06      -11.47     -363.25        7.26        6.95
 19.94       -0.00        0.01        2.98        0.35        0.00        8.06      -11.48     -363.27        7.26        6.95
 19.95       -0.00        0.01        2.98        0.35        0.00        8.07      -11.48     -363.29        7.26        6.95
 19.96       -0.00        0.01        2.98        0.35        0.00        8.07      -11.48     -363.31        7.26        6.95
 19.97       -0.00        0.01        2.98        0.35        0.00        8.07      -11.48     -363.33        7.26        6.95
 19.98       -0.00        0.01        2.98        0.35        0.00        8.08      -11.48     -363.35        7.26        6.95
 19.99       -0.00        0.01        2.98        0.35        0.00        8.08      -11.48     -363.37        7.26        6.95
 20.00       -0.00        0.01        2.98        0.35        0.00        8.09      -11.48     -363.39        7.26        6.95
 20.01       -0.00        0.01        2.98        0.35        0.00        8.09      -11.48     -363.41        7.26        6.95
 20.02       -0.00        0.01        2.98        0.35        0.00        8.09      -11.48     -363.43        7.26        6.95
 20.03       -0.00        0.01        2.98        0.35        0.00        8.10      -11.49     -363.45        7.26        6.95
 20.04       -0.00        0.01        2.98        0.35        0.00        8.10      -11.49     -363.47        7.26        6.95
 20.05       -0.00        0.01        2.98        0.35        0.00        8.11      -11.49     -363.49        7.26        6.95
 20.06       -0.00        0.01        2.98        0.35        0.00        8.11      -11.49     -363.51        7.26        6.95
 20.07       -0.00        0.01        2.98        0.35        0.00        8.12      -11.49     -363.53        7.26        6.95
 20.08       -0.00        0.01        2.98        0.35        0.00        8.12      -11.49     -363.55        7.26        6.95
 20.09       -0.00        0.01        2.98        0.35        0.00        8.12      -11.49     -363.57        7.26        6.95
 20.10       -0.00        0.01        2.98        0.35        0.00        8.13      -11.49     -363.59        7.26        6.95
 20.11       -0.00        0.01        2.97        0.35        0.00        8.13      -11.50     -363.61        7.26        6.95
 20.12       -0.00        0.01        2.97        0.35        0.00        8.14      -11.50     -363.64        7.26        6.95
 20.13       -0.00        0.01        2.97        0.35        0.00        8.14      -11.50     -363.66        7.26        6.95
 20.14       -0.00        0.01        2.97        0.35        0.00        8.15      -11.50     -363.68        7.26        6.95
 20.15       -0.00        0.01        2.97        0.35        0.00        8.15      -11.50     -363.70        7.26        6.95
 20.16       -0.00        0.01        2.97        0.35        0.00        8.15      -11.50     -363.72        7.26        6.95
 20.17       -0.00        0.01        2.97        0.35        0.00        8.16      -11.50     -363.74        7.26        6.95
 20.18       -0.00        0.01        2.97        0.35        0.00        8.16      -11.50     -363.76        7.26        6.95
 20.19       -0.00        0.01        2.97        0.35        0.00        8.17      -11.51     -363.78        7.26        6.95
 20.20       -0.00        0.01        2.97        0.35        0.00        8.17      -11.51     -363.80        7.26        6.95
 20.21       -0.00        0.01        2.97        0.35        0.00        8.18      -11.51     -363.82        7.26        6.95
 20.22       -0.00        0.01        2.97        0.35        0.00        8.18      -11.51     -363.84        7.26        6.95
 20.23       -0.00        0.01        2.97        0.35        0.00        8.18      -11.51     -363.86        7.26        6.95
 20.24       -0.00        0.01        2.97        0.35        0.00        8.19      -11.51     -363.88        7.26        6.95
 20.25       -0.00        0.01        2.97        0.35        0.00        8.19      -11.51     -363.91        7.26        6.95
 20.26       -0.00        0.01        2.97        0.35        0.00        8.20      -11.51     -363.93        7.26        6.95
 20.27       -0.00        0.01        2.97        0.35        0.00        8.20      -11.52     -363.95        7.26        6.95
 20.28       -0.00        0.01        2.97        0.35        0.00        8.21      -11.52     -363.97        7.26        6.95
 20.29       -0.00        0.01        2.97        0.35        0.00        8.21      -11.52     -363.99        7.26        6.95
 20.30       -0.00        0.01        2.97        0.35        0.00        8.21      -11.52     -364.01        7.26        6.95
 20.31       -0.00        0.01        2.97        0.35        0.00        8.22      -11.52     -364.03        7.26        6.95
 20.32       -0.00        0.01        2.97        0.35        0.00        8.22      -11.52     -364.05        7.26        6.95
 20.33       -0.00        0.01        2.97        0.35        0.00        8.23      -11.52     -364.07        7.26        6.95
 20.34       -0.00        0.01        2.97        0.35        0.00        8.23      -11.52     -364.09        7.26        6.95
 20.35       -0.00        0.01        2.97        0.35        0.00        8.24      -11.53     -364.11        7.26        6.95
 20.36       -0.00        0.01        2.97        0.35        0.00        8.24      -11.53     -364.14        7.26        6.95
 20.37       -0.00        0.01        2.97        0.35        0.00        8.24      -11.53     -364.16        7.26        6.95
 20.38       -0.00        0.01        2.97        0.35        0.00        8.25      -11.53     -364.18        7.26        6.95
 20.39       -0.00        0.01        2.97        0.35        0.00        8.25      -11.53     -364.20        7.26        6.95
 20.40       -0.00        0.01        2.97        0.35        0.00        8.26      -11.53     -364.22        7.26        6.95
 20.41       -0.00        0.01        2.96        0.35        0.00        8.26      -11.53     -364.24        7.26        6.95
 20.42       -0.00        0.01        2.96        0.35        0.00        8.27      -11.53     -364.26        7.27        6.95
 20.43       -0.00        0.01        2.96        0.35        0.00        8.27      -11.54     -364.28        7.27        6.95
 20.44       -0.00        0.01        2.96        0.35        0.00        8.28      -11.54     -364.30        7.27        6.95
 20.45       -0.00        0.01        2.96        0.35        0.00        8.28      -11.54     -364.32        7.27        6.95
 20.46       -0.00        0.01        2.96        0.35        0.00        8.28      -11.54     -364.35        7.27        6.95
 20.47       -0.00        0.01        2.96        0.35        0.00        8.29      -11.54     -364.37        7.27        6.95
 20.48       -0.00        0.01        2.96        0.35        0.00        8.29      -11.54     -364.39        7.27        6.95
 20.49       -0.00        0.01        2.96        0.35        0.00        8.30      -11.54     -364.41        7.27        6.95
 20.50       -0.00        0.01        2.96        0.35        0.00        8.30      -11.54     -364.43        7.27        6.95
 20.51       -0.00        0.01        2.96        0.35        0.00        8.31      -11.55     -364.45        7.27        6.95
 20.52       -0.00        0.01        2.96        0.35        0.00        8.31      -11.55     -364.47        7.27        6.95
 20.53       -0.00        0.01        2.96        0.35        0.00        8.31      -11.55     -364.49        7.27        6.95
 20.54       -0.00        0.01        2.96        0.35        0.00        8.32      -11.55     -364.52        7.27        6.95
 20.55       -0.00        0.01        2.96        0.35        0.00        8.32      -11.55     -364.54        7.27        6.95
 20.56       -0.00        0.01        2.96        0.35        0.00        8.33      -11.55     -364.56        7.27        6.95
 20.57       -0.00        0.01        2.96        0.35        0.00        8.33      -11.55     -364.58        7.27        6.95
 20.58       -0.00        0.01        2.96        0.35        0.00        8.34      -11.55     -364.60        7.27        6.95
 20.59       -0.00        0.01        2.96        0.35        0.00        8.34      -11.56     -364.62        7.27        6.95
 20.60       -0.00        0.01        2.96        0.35        0.00        8.35      -11.56     -364.64        7.27        6.95
 20.61       -0.00        0.01        2.96        0.35        0.00        8.35      -11.56     -364.66        7.27        6.95
 20.62       -0.00        0.01        2.96        0.35        0.00        8.35      -11.56     -364.69        7.27        6.95
 20.63       -0.00        0.01        2.96        0.35        0.00        8.36      -11.56     -364.71        7.27        6.95
 20.64       -0.00        0.01        2.96        0.35        0.00        8.36      -11.56     -364.73        7.27        6.95
 20.65       -0.00        0.01        2.96        0.35        0.00        8.37      -11.56     -364.75        7.27        6.95
 20.66       -0.00        0.01        2.96        0.35        0.00        8.37      -11.56     -364.77        7.27        6.95
 20.67       -0.00        0.01        2.96        0.35        0.00        8.38      -11.57     -364.79        7.27        6.95
 20.68       -0.00        0.01        2.96        0.35        0.00        8.38      -11.57     -364.81        7.27        6.95
 20.69       -0.00        0.01        2.96        0.35        0.00        8.38      -11.57     -364.83        7.27        6.95
 20.70       -0.00        0.01        2.96        0.35        0.00        8.39      -11.57     -364.86        7.27        6.95
 20.71       -0.00        0.01        2.96        0.35        0.00        8.39      -11.57     -364.88        7.27        6.95
 20.72       -0.00        0.01        2.95        0.35        0.00        8.40      -11.57     -364.90        7.27        6.95
 20.73       -0.00        0.01        2.95        0.35        0.00        8.40      -11.57     -364.92        7.27        6.95
 20.74       -0.00        0.01        2.95        0.35        0.00        8.41      -11.57     -364.94        7.27        6.95
 20.75       -0.00        0.01        2.95        0.35        0.00        8.41      -11.58     -364.96        7.27        6.95
 20.76       -0.00        0.01        2.95        0.35        0.00        8.42      -11.58     -364.98        7.27        6.95
 20.77       -0.00        0.01        2.95        0.35        0.00        8.42      -11.58     -365.01        7.27        6.95
 20.78       -0.00        0.01        2.95        0.35        0.00        8.42      -11.58     -365.03        7.27        6.95
 20.79       -0.00        0.01        2.95        0.35        0.00        8.43      -11.58     -365.05        7.27        6.95
 20.80       -0.00        0.01        2.95        0.35        0.00        8.43      -11.58     -365.07        7.27        6.95
 20.81       -0.00        0.01        2.95        0.35        0.00        8.44      -11.58     -365.09        7.27        6.95
 20.82       -0.00        0.01        2.95        0.35        0.00        8.44      -11.58     -365.11        7.27        6.95
 20.83       -0.00        0.01        2.95        0.35        0.00        8.45      -11.59     -365.14        7.27        6.95
 20.84       -0.00        0.01        2.95        0.35        0.00        8.45      -11.59     -365.16        7.27        6.95
 20.85       -0.00        0.01        2.95        0.36        0.00        8.46      -11.59     -365.18        7.27        6.95
 20.86       -0.00        0.01        2.95        0.36        0.00        8.46      -11.59     -365.20        7.27        6.95
 20.87       -0.00        0.01        2.95        0.36        0.00        8.46      -11.59     -365.22        7.27        6.95
 20.88       -0.00        0.01        2.95        0.36        0.00        8.47      -11.59     -365.24        7.27        6.95
 20.89       -0.00        0.01        2.95        0.36        0.00        8.47      -11.59     -365.27        7.27        6.95
 20.90       -0.00        0.01        2.95        0.36        0.00        8.48      -11.60     -365.29        7.27        6.95
 20.91       -0.00        0.01        2.95        0.36        0.00        8.48      -11.60     -365.31        7.27        6.95
 20.92       -0.00        0.01        2.95        0.36        0.00        8.49      -11.60     -365.33        7.27        6.95
 20.93       -0.00        0.01        2.95        0.36        0.00        8.49      -11.60     -365.35        7.27        6.95
 20.94       -0.00        0.01        2.95        0.36        0.00        8.50      -11.60     -365.37        7.27        6.95
 20.95       -0.00        0.01        2.95        0.36        0.00        8.50      -11.60     -365.40        7.27        6.95
 20.96       -0.00        0.01        2.95        0.36        0.00        8.50      -11.60     -365.42        7.27        6.95
 20.97       -0.00        0.01        2.95        0.36        0.00        8.51      -11.60     -365.44        7.27        6.95
 20.98       -0.00        0.01        2.95        0.36        0.00        8.51      -11.61     -365.46        7.27        6.95
 20.99       -0.00        0.01        2.95        0.36        0.00        8.52      -11.61     -365.48        7.27        6.95
 21.00       -0.00        0.01        2.95        0.36        0.00        8.52      -11.61     -365.51        7.27        6.95
 21.01       -0.00        0.01        2.94        0.36        0.00        8.53      -11.61     -365.53        7.27        6.95
 21.02       -0.00        0.01        2.94        0.36        0.00        8.53      -11.61     -365.55        7.27        6.95
 21.03       -0.00        0.01        2.94        0.36        0.00        8.54      -11.61     -365.57        7.27        6.95
 21.04       -0.00        0.01        2.94        0.36        0.00        8.54      -11.61     -365.59        7.27        6.95
 21.05       -0.00        0.01        2.94        0.36        0.00        8.55      -11.61     -365.61        7.27        6.95
 21.06       -0.00        0.01        2.94        0.36        0.00        8.55      -11.62     -365.64        7.27        6.95
 21.07       -0.00        0.01        2.94        0.36        0.00        8.55      -11.62     -365.66        7.27        6.95
 21.08       -0.00        0.01        2.94        0.36        0.00        8.56      -11.62     -365.68        7.27        6.95
 21.09       -0.00        0.01        2.94        0.36        0.00        8.56      -11.62     -365.70        7.27        6.95
 21.10       -0.00        0.01        2.94        0.36        0.00        8.57      -11.62     -365.72        7.28        6.95
 21.11       -0.00        0.01        2.94        0.36        0.00        8.57      -11.62     -365.75        7.28        6.95
 21.12       -0.00        0.01        2.94        0.36        0.00        8.58      -11.62     -365.77        7.28        6.95
 21.13       -0.00        0.01        2.94        0.36        0.00        8.58      -11.63     -365.79        7.28        6.95
 21.14       -0.00        0.01        2.94        0.36        0.00        8.59      -11.63     -365.81        7.28        6.95
 21.15       -0.00        0.01        2.94        0.36        0.00        8.59      -11.63     -365.83        7.28        6.95
 21.16       -0.00        0.01        2.94        0.36        0.00        8.60      -11.63     -365.86        7.28        6.95
 21.17       -0.00        0.01        2.94        0.36        0.00        8.60      -11.63     -365.88        7.28        6.95
 21.18       -0.00        0.01        2.94        0.36        0.00        8.60      -11.63     -365.90        7.28        6.95
 21.19       -0.00        0.01        2.94        0.36        0.00        8.61      -11.63     -365.92        7.28        6.95
 21.20       -0.00        0.01        2.94        0.36        0.00        8.61      -11.63     -365.94        7.28        6.95
 21.21       -0.00        0.01        2.94        0.36        0.00        8.62      -11.64     -365.97        7.28        6.95
 21.22       -0.00        0.01        2.94        0.36        0.00        8.62      -11.64     -365.99        7.28        6.95
 21.23       -0.00        0.01        2.94        0.36        0.00        8.63      -11.64     -366.01        7.28        6.95
 21.24       -0.00        0.01        2.94        0.36        0.00        8.63      -11.64     -366.03        7.28        6.95
 21.25       -0.00        0.01        2.94        0.36        0.00        8.64      -11.64     -366.05        7.28        6.95
 21.26       -0.00        0.01        2.94        0.36        0.00        8.64      -11.64     -366.08        7.28        6.95
 21.27       -0.00        0.01        2.94        0.36        0.00        8.65      -11.64     -366.10        7.28        6.95
 21.28       -0.00        0.01        2.94        0.36        0.00        8.65      -11.64     -366.12        7.28        6.95
 21.29       -0.00        0.01        2.94        0.36        0.00        8.65      -11.65     -366.14        7.28        6.95
 21.30       -0.00        0.01        2.93        0.36        0.00        8.66      -11.65     -366.16        7.28        6.95
 21.31       -0.00        0.01        2.93        0.36        0.00        8.66      -11.65     -366.19        7.28        6.95
 21.32       -0.00        0.01        2.93        0.36        0.00        8.67      -11.65     -366.21        7.28        6.95
 21.33       -0.00        0.01        2.93        0.36        0.00        8.67      -11.65     -366.23        7.28        6.95
 21.34       -0.00        0.01        2.93        0.36        0.00        8.68      -11.65     -366.25        7.28        6.95
 21.35       -0.00        0.01        2.93        0.36        0.00        8.68      -11.65     -366.27        7.28        6.95
 21.36       -0.00        0.01        2.93        0.36        0.00        8.69      -11.66     -366.30        7.28        6.95
 21.37       -0.00        0.01        2.93        0.36        0.00        8.69      -11.66     -366.32        7.28        6.95
 21.38       -0.00        0.01        2.93        0.36        0.00        8.70      -11.66     -366.34        7.28        6.95
 21.39       -0.00        0.01        2.93        0.36        0.00        8.70      -11.66     -366.36        7.28        6.95
 21.40       -0.00        0.01        2.93        0.36        0.00        8.70      -11.66     -366.38        7.28        6.95
 21.41       -0.00        0.01        2.93        0.36        0.00        8.71      -11.66     -366.41        7.28        6.95
 21.42       -0.00        0.01        2.93        0.36        0.00        8.71      -11.66     -366.43        7.28        6.95
 21.43       -0.00        0.01        2.93        0.36        0.00        8.72      -11.66     -366.45        7.28        6.95
 21.44       -0.00        0.01        2.93        0.36        0.00        8.72      -11.67     -366.47        7.28        6.95
 21.45       -0.00        0.01        2.93        0.36        0.00        8.73      -11.67     -366.50        7.28        6.95
 21.46       -0.00        0.01        2.93        0.36        0.00        8.73      -11.67     -366.52        7.28        6.95
 21.47       -0.00        0.01        2.93        0.36        0.00        8.74      -11.67     -366.54        7.28        6.95
 21.48       -0.00        0.01        2.93        0.36        0.00        8.74      -11.67     -366.56        7.28        6.95
 21.49       -0.00        0.01        2.93        0.36        0.00        8.75      -11.67     -366.58        7.28        6.95
 21.50       -0.00        0.01        2.93        0.36        0.00        8.75      -11.67     -366.61        7.28        6.95
 21.51       -0.00        0.01        2.93        0.36        0.00        8.75      -11.67     -366.63        7.28        6.95
 21.52       -0.00        0.01        2.93        0.36        0.00        8.76      -11.68     -366.65        7.28        6.95
 21.53       -0.00        0.01        2.93        0.36        0.00        8.76      -11.68     -366.67        7.28        6.95
 21.54       -0.00        0.01        2.93        0.36        0.00        8.77      -11.68     -366.69        7.28        6.95
 21.55       -0.00        0.01        2.93        0.36        0.00        8.77      -11.68     -366.72        7.28        6.95
 21.56       -0.00        0.01        2.93        0.36        0.00        8.78      -11.68     -366.74        7.28        6.94
 21.57       -0.00        0.01        2.93        0.36        0.00        8.78      -11.68     -366.76        7.28        6.94
 21.58       -0.00        0.01        2.93        0.36        0.00        8.79      -11.68     -366.78        7.28        6.94
 21.59       -0.00        0.01        2.92        0.36        0.00        8.79      -11.69     -366.81        7.28        6.94
 21.60       -0.00        0.01        2.92        0.36        0.00        8.80      -11.69     -366.83        7.28        6.94
 21.61       -0.00        0.01        2.92        0.36        0.00        8.80      -11.69     -366.85        7.28        6.94
 21.62       -0.00        0.01        2.92        0.36        0.00        8.81      -11.69     -366.87        7.28        6.94
 21.63       -0.00        0.01        2.92        0.36        0.00        8.81      -11.69     -366.90        7.28        6.94
 21.64       -0.00        0.01        2.92        0.36        0.00        8.81      -11.69     -366.92        7.28        6.94
 21.65       -0.00        0.01        2.92        0.36        0.00        8.82      -11.69     -366.94        7.28        6.94
 21.66       -0.00        0.01        2.92        0.36        0.00        8.82      -11.69     -366.96        7.28        6.94
 21.67       -0.00        0.01        2.92        0.36        0.00        8.83      -11.70     -366.98        7.28        6.94
 21.68       -0.00        0.01        2.92        0.36        0.00        8.83      -11.70     -367.01        7.28        6.94
 21.69       -0.00        0.01        2.92        0.36        0.00        8.84      -11.70     -367.03        7.28        6.94
 21.70       -0.00        0.01        2.92        0.36        0.00        8.84      -11.70     -367.05        7.28        6.94
 21.71       -0.00        0.01        2.92        0.36        0.00        8.85      -11.70     -367.07        7.28        6.94
 21.72       -0.00        0.01        2.92        0.36        0.00        8.85      -11.70     -367.10        7.28        6.94
 21.73       -0.00        0.01        2.92        0.36        0.00        8.86      -11.70     -367.12        7.28        6.94
 21.74       -0.00        0.01        2.92        0.36        0.00        8.86      -11.71     -367.14        7.28        6.94
 21.75       -0.00        0.01        2.92        0.36        0.00        8.87      -11.71     -367.16        7.28        6.94
 21.76       -0.00        0.01        2.92        0.36        0.00        8.87      -11.71     -367.19        7.29        6.94
 21.77       -0.00        0.01        2.92        0.36        0.00        8.87      -11.71     -367.21        7.29        6.94
 21.78       -0.00        0.01        2.92        0.36        0.00        8.88      -11.71     -367.23        7.29        6.94
